season;date;league_id;league;team1;team2;proj_score1;proj_score2;score1;score2;tecnico;saiu;home
2020;2020-11-23;2105;Brasileiro Série A;Sport Recife;Atlético Goianiense;1.26;1.08;0;1;cabo;0;0
2020;2020-11-25;2105;Brasileiro Série A;Ceará;São Paulo;1.06;1.4;1;1;diniz;0;0
2020;2020-11-25;2105;Brasileiro Série A;Coritiba;Corinthians;1.24;1.09;0;1;mancini;0;0
2020;2020-11-25;2105;Brasileiro Série A;Atletico Mineiro;Botafogo;1.95;0.93;2;1;diaz;1;0
2020;2020-11-26;2105;Brasileiro Série A;Fortaleza;Goiás;1.53;0.81;1;1;cesar;0;0
2020;2020-11-28;2105;Brasileiro Série A;Santos;Sport Recife;1.6;0.8;4;2;jair;0;0
2020;2020-11-28;2105;Brasileiro Série A;Palmeiras;Atlético Paranaense;1.33;0.74;3;0;autuori;0;0
2020;2020-11-28;2105;Brasileiro Série A;Bahía;São Paulo;1.09;1.46;1;3;diniz;0;0
2020;2020-11-28;2105;Brasileiro Série A;Atlético Goianiense;Internacional;1.11;1.17;0;0;abelao;0;0
2020;2020-11-30;2105;Brasileiro Série A;Grêmio;Goiás;2.04;0.66;2;1;cesar;0;0
2020;2020-11-30;2105;Brasileiro Série A;Vasco da Gama;Ceará;1.36;1.11;1;4;guto;0;0
2020;2020-11-30;2105;Brasileiro Série A;Fluminense;Bragantino;1.29;0.99;0;0;barbieri;0;0
2020;2020-12-02;2105;Brasileiro Série A;Fortaleza;Corinthians;1.24;0.86;0;0;mancini;0;0
2020;2020-12-03;2105;Brasileiro Série A;Goiás;São Paulo;0.93;1.75;0;3;diniz;0;0
2020;2020-12-05;2105;Brasileiro Série A;Santos;Palmeiras;1.16;1.31;2;2;abel;0;0
2020;2020-12-05;2105;Brasileiro Série A;Botafogo;Flamengo;1.12;2.07;0;1;ceni;0;0
2020;2020-12-05;2105;Brasileiro Série A;Fluminense;Atlético Paranaense;1.11;0.83;3;1;autuori;0;0
2020;2020-12-05;2105;Brasileiro Série A;Bahía;Ceará;1.52;1.23;0;2;guto;0;0
2020;2020-12-05;2105;Brasileiro Série A;Coritiba;Bragantino;1.16;1.21;0;0;barbieri;0;0
2020;2020-12-06;2105;Brasileiro Série A;Grêmio;Vasco da Gama;1.88;0.71;4;0;sa pinto;0;0
2020;2020-12-06;2105;Brasileiro Série A;São Paulo;Sport Recife;2.08;0.53;1;0;jair;0;0
2020;2020-12-06;2105;Brasileiro Série A;Atletico Mineiro;Internacional;1.54;1.02;2;2;abelao;0;0
